0.812 
3997.png, -1
3998.png, 1
3999.png, -1
4000.png, -1
4002.png, -1
4005.png, -1
4006.png, -1
4007.png, -1
4008.png, -1
4009.png, -1
4010.png, -1
4011.png, 1
4013.png, -1
4014.png, -1
4017.png, -1
4018.png, -1
4019.png, -1
4020.png, -1
4021.png, -1
4022.png, -1
4023.png, -1
4024.png, -1
4025.png, -1
4026.png, -1
4027.png, -1
4028.png, -1
4029.png, -1
4030.png, 1
4031.png, -1
4032.png, -1
4034.png, -1
4035.png, -1
4036.png, -1
4037.png, -1
4039.png, -1
4040.png, -1
4041.png, 1
4042.png, 1
4043.png, -1
4044.png, -1
4046.png, -1
4047.png, -1
4048.png, -1
4050.png, -1
4051.png, -1
4052.png, -1
4053.png, -1
4055.png, 1
4056.png, 1
4057.png, 1
4058.png, -1
4059.png, -1
4060.png, -1
4061.png, -1
4062.png, -1
4063.png, -1
4065.png, -1
4066.png, -1
4067.png, -1
4068.png, 1
4069.png, 1
4070.png, -1
4071.png, -1
4072.png, -1
4073.png, 1
4074.png, -1
4075.png, -1
4076.png, -1
4077.png, -1
4078.png, -1
4079.png, -1
4080.png, -1
4081.png, -1
4082.png, -1
4083.png, -1
4084.png, -1
4085.png, -1
4086.png, -1
4087.png, -1
4088.png, -1
4089.png, -1
4090.png, -1
4091.png, -1
4092.png, -1
4093.png, -1
4094.png, -1
4095.png, 1
4096.png, -1
4097.png, -1
4098.png, -1
4099.png, -1
4100.png, -1
4101.png, -1
4102.png, 1
4103.png, -1
4104.png, -1
4105.png, -1
4107.png, -1
4108.png, -1
4109.png, -1
4110.png, -1
4111.png, -1
4112.png, -1
4113.png, -1
4114.png, -1
4115.png, -1
4116.png, -1
4117.png, -1
4118.png, -1
4119.png, 1
4120.png, -1
4121.png, -1
4122.png, -1
4123.png, 1
4124.png, 1
4125.png, 1
4126.png, -1
4127.png, 1
4128.png, -1
4129.png, -1
4131.png, -1
4132.png, 1
4133.png, -1
4134.png, 1
4135.png, -1
4136.png, 1
4137.png, -1
4138.png, -1
4139.png, -1
4140.png, 1
4141.png, -1
4142.png, -1
4143.png, -1
4144.png, -1
4145.png, 1
4146.png, -1
4147.png, -1
4149.png, -1
4150.png, -1
